Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
3.9832e-02,0.129063
3.9864e-02,0.135313
3.9896e-02,0.129063
3.9928e-02,0.131875
3.9960e-02,0.135938
3.9992e-02,0.136563
4.0024e-02,0.129375
4.0056e-02,0.130313
4.0088e-02,0.133125
4.0120e-02,0.133125
4.0152e-02,0.140625
4.0184e-02,0.135938
4.0216e-02,0.137188
4.0248e-02,0.136563
4.0280e-02,0.137813
4.0312e-02,0.141875
4.0344e-02,0.139688
4.0376e-02,0.132813
4.0408e-02,0.137813
4.0440e-02,0.149688
4.0472e-02,0.144688
4.0504e-02,0.149688
4.0536e-02,0.14875
4.0568e-02,0.15125
4.0600e-02,0.146875
4.0632e-02,0.155625
4.0664e-02,0.152188
4.0696e-02,0.141563
4.0728e-02,0.145313
4.0760e-02,0.150625
4.0792e-02,0.155625
4.0824e-02,0.149688
4.0856e-02,0.160313
4.0888e-02,0.16
4.0920e-02,0.16
